name,energy,fat,carbohydrates,sugar,fibers,protein,salt
"Potatoes_au_gratin_""dauphinois""_prepared",128,7.8,11.3,2.4,1.3,2.5,0.3
"Potatoes_au_gratin_""savoyard""_prepared",75,2.3,10.6,0.5,1.4,2.1,0.4
Poul  y_(average_excluding_offal)_raw,134,5.3,0.1,0,0,21.6,0.1
Poul  y_with_skin_(average)_raw,161,9,0,0,0,20,0.1
Poul  y_without_skin_(average_excluding_offal)_raw,114,2.4,0.1,0,0,22.9,0.2
Pretzel_sticks_(dry_lye_pretzel),361,4.1,72.1,0.4,0.7,8.6,4.3
Processed_cheese_15%_fidm_slice,155,8.6,0,0,0,19.4,3
Processed_cheese_15%_fidm_spreadable,150,9.3,0,0,0,16.4,3
Processed_cheese_45%_fidm_slice,316,25,0,0,0,22.8,3
Processed_cheese_45%_fidm_spreadable,247,21.2,0,0,0,14.1,3
Processed_cheese_50%_fidm_slice,327,30,0,0,0,14.3,3
Processed_cheese_50%_fidm_spreadable,316,29.4,0,0,0,12.9,2.8
Prune_plum_pie_home-made_baked_(with_cake_dough),141,6.5,16.7,7.6,1.9,2.9,0.2
Prune_plum_pie_home-made_baked_(with_puff_pas  y),139,6.7,16,7.6,1.9,2.6,0.3
Prune_plum_fresh,43,0.1,8.8,8.8,2.3,0.6,0
Prune_plum_stewed_drained_(without_addition_of_sugar),43,0.1,8.7,8.7,2.3,0.7,0
Prune_dried,227,0.4,55.4,38.1,5.1,1.6,0
Prussian_cookie,438,22.4,53.8,27.4,1.2,4.7,0.8
Pudding_caramel,125,2.1,23,20.1,0.1,3.4,0.2
Pudding_chocolate,121,2.6,21,12.1,1,3,0.3
Pudding_vanilla,102,2.1,18,10.4,0.1,2.8,0.3
Puff_pas  y_(with_vegetable_fat)_raw,385,24.3,35.1,0.1,1.6,5.7,1
Puff_pas  y_sticks,490,32.9,40.4,0.3,1.8,7.1,2.6
Puff_pas  y_home-made_(with_butter)_raw,364,24.7,29.4,0.3,1.3,5.2,0.8
Puff_pas  y_home-made_(with_vegetable_fat)_raw,349,23.2,29.3,0.2,1.3,5.2,0.9
Pumpkin_piccata_prepared,140,8.5,9.4,3.7,2.2,5.5,0.2
Pumpkin_seed_oil,810,90,0,0,0,0,0
Pumpkin_seeds,615,49.1,4.7,1.4,6,35.6,0
Pumpkin_raw,28,0.1,4.6,3.9,2.2,1.1,0
Pumpkin_steamed_(without_addition_of_salt),29,0.1,4.7,4,2.2,1.1,0
Quiche_Lorraine_baked_(with_cake_dough),295,22.2,14.5,1.6,0.6,9,1.2
Quiche_Lorraine_baked_(with_puff_pas  y),291,23.4,11.5,1.6,0.5,8.5,1.2
Quince_cooked_drained_(without_addition_of_sugar),49,0.6,7.3,7.3,5.9,0.5,0
Quince_fresh,47,0.5,7.3,7.3,5.9,0.4,0
Quinoa_cooked_(without_addition_of_salt_and_fat),120,1.6,20.5,0.6,2.2,4.8,0
Quinoa_raw,368,5,62.4,1.8,6.6,14.8,0
Raclette_cheese,357,27.9,0,0,0,25.9,1.8
Radicchio_red_raw,19,0.1,1.6,1.6,3,1.4,0
Radish_raw,18,0.3,2.6,2.6,1.2,0.6,0
Radish_red_raw,17,0.1,2.1,2.1,1.6,1.1,0.1
Raisins_dried_(grape)/_sultanas,321,0.9,73.2,70.3,4.2,3,0.1
Rapeseed_oil,810,90,0,0,0,0,0
Rapeseed_oil_HOLL_(high_oleic_low_linolenic),810,90,0,0,0,0,0
Rascal_(Shortbread_cookie_with_jam),499,25.6,60.3,30.9,1.9,5.8,0.1
Raspberry_raw,44,0.8,5.8,5.4,4.3,1.2,0
Ratatouille_prepared,45,2.2,4,3.6,2.1,1.4,0.5
Raw_cured_meat_raw_(average),274,17.2,0.4,0.3,0,29.4,4.6
Raw_sausages_(average),445,39.4,0.2,0.2,0,22.2,3.7
Raw_sausages_with_interrupted_maturation_(average),314,26.6,0.7,0.7,0.2,17.7,2.2
Reblochon_cheese,307,25.2,0,0,0,19.9,2
Red_cabbage_raw,29,0.2,4.3,3.9,2.6,1.1,0
Red_cabbage_stewed_(without_addition_of_fat_and_salt),25,0.2,3.7,3.4,2.3,1,0
Red_currant_pie_home-made_(with_sweet_short_pas  y_base),216,11.7,22.6,10.6,3.2,3.5,0.1
Red_currant_pie_home-made_baked_(with_cake_dough),145,6.9,15.5,6.2,3.5,3.5,0.2
Red_currant_pie_home-made_baked_(with_puff_pas  y),143,7.1,14.8,6.2,3.4,3.3,0.3
Rhubarb_compote_with_sugar,88,0.2,18.8,18.8,2.1,0.7,0
Rhubarb_pie_baked_(with_puff_pas  y),121,6.8,11.1,2.8,2,2.8,0.3
Rhubarb_pie_home-made_baked_(with_cake_dough),123,6.6,11.8,2.8,2.1,3,0.2
Rhubarb_raw,22,0.2,1.5,1.5,2.5,0.8,0
Rice_drink_plain,54,1.3,10.3,2.8,0.1,0.2,0
Rice_drink_plain_with_calcium_fortified,54,1.3,10.3,2.8,0.1,0.2,0
Rice_parboiled_cooked_in_salted_water_(uniodised),120,0.3,26.7,0.1,0.4,2.4,1.4
Rice_parboiled_raw,356,1,78.6,0.4,1.3,7.5,0
Rice_polished_cooked_in_salted_water_(uniodised),116,0.3,25.8,0.1,0.3,2.3,1.3
Rice_polished_raw,352,0.9,78,0.2,1,7.4,0
Rice_pudding_prepared_(with_full_fat_milk_without_addition_of_sugar),143,5.1,19,5.6,0.2,5.1,0.2
Rice_pudding_prepared_(with_partially_skimmed_milk_without_addition_of_sugar),129,3.5,19,5.6,0.2,5.3,0.2
Rice_unpolished_(wholemeal)_raw,350,2.8,71.4,0.6,5,7.4,0
Rice_unpolished_cooked_in_salted_water_(uniodised),126,1,25.7,0.2,1.8,2.7,1.5
Ring_cake_grandmother_style,462,32,33.3,26.9,3.1,8.8,0.4
Risotto_without_cheese_prepared,124,1.6,24.9,0.5,0.5,2.3,0.6
Ris  etto_with_coffee_cream_no_sugar_added,47,4.3,1.3,1.1,0.1,0.8,0.1
Riz_Casimir_with_chicken_prepared,124,3.3,16,3.2,1.1,7.2,0.7
Riz_Casimir_with_veal_prepared,123,3.4,16,3.2,1.1,6.6,0.8
Rocket_raw,28,0.7,2.1,2.1,1.6,2.6,0.1
Roe_(deer)_(average)_raw,122,3.6,0,0,0,22.4,0.2
Roe_(deer)_ragout_raw,105,1.9,0,0,0,22,0.1
Roe_(deer)_schnitzel_raw,105,1.7,0,0,0,22.5,0.1
Rolled_smoked_ham_cooked_(without_addition_of_fat_and_salt),188,9.9,1.4,1.4,0,23.3,2.2
Rollmops_(pickled_herring),270,15.9,19.6,18,0,12,3
Rollschinken_cured_and_smoked_pork_meat,181,10.6,1.2,1.2,0,20.3,2.9
Romaine_lettuce_(cos_lettuce),16,0.3,1.3,1.3,1.5,1.2,0
Root_and_tuber_vegetables_(average)_boiled_(without_addition_of_fat_and_salt),38,0.3,6.5,5.1,2.6,0.8,0
Root_and_tuber_vegetables_(average)_raw,39,0.3,6.9,5.4,2.7,0.9,0.1
Root_and_tuber_vegetables_(average)_steamed_(without_addition_of_salt),42,0.4,7.2,5.7,2.8,0.9,0.1
Root_and_tuber_vegetables_(average)_stewed_(without_addition_of_fat_and_salt),36,0.3,6.3,4.9,2.5,0.8,0.1
Roquefort_cheese,363,31.7,0.2,0,0,19.2,4
Rosemary_fresh,62,2.5,7.7,7.6,2.9,0.8,0
Rosti_(shredded_potatoes)_unprepared,150,5.7,20.7,0.9,2.7,2.6,1.3
Rusk,421,7.8,74.6,14.2,2.9,11.6,1.3
Rusk_wholemeal,413,9.1,61.2,13.8,8.3,17.5,2
Russian_salad_prepared,197,15.9,9.8,1.9,2.2,2.4,0.3
Rye_bread_from_Valais,227,1,42.6,3.4,8.8,7.6,1.4
Rye_bread_with_rye_grist,235,1,44.1,3.8,9.4,7.7,1.4
Rye_bread_with_sour_dough,215,0.9,41.5,3.8,7.7,6.5,1.3
Rye_flour_(wholemeal)_Type_1800,337,1.5,63.1,5.8,14.1,10.8,0
Rye_flour_Type_1050,336,1.3,67.8,6.2,8.6,9,0
Rye_flour_Type_815,334,1,71,6.5,6.5,6.9,0
Safflower_oil,810,90,0,0,0,0,0
Sage_raw,59,2.1,6.9,6.8,2.9,1.7,0
Salad_dressing_french_style_home-made_(with_rapeseed_oil),430,46.9,0.8,0.5,0.4,0.9,1.3
Salad_dressing_italian_style_home-made_(with_olive_oil),464,50.7,1.4,0.3,0.1,0.4,0.7
Salad_dressing_french_style,360,37.4,4.5,4.3,0.3,1.4,2
Salad_dressing_italienisch_style,309,32.1,4.9,4.1,0.1,0.1,2
Salametti,343,31.4,0.3,0.3,0,14.8,2.8
Salami,367,30.1,  .,  .,0,24.1,3.9
"Salami_""budget""_type",422,37.1,  .,  .,0,22,3.8
Salmon_cultured_filet_steamed_(without_addition_of_fat_and_salt),180,11.7,0,0,0,18.7,0.2
Salmon_cultured_raw,200,13.4,0,0,0,19.9,0.1
Salmon_smoked,167,8.2,0,0,0,23.2,4.1
Salmon_wild_raw,182,11.5,0,0,0,19.7,0.2
Salsiz_sausage,415,34.9,  .,  .,0,25.2,3.9
Salt_himalaya_salt,0,0,0,0,0,0,95
Salt_sea_salt_fleur_de_sel,0,0,0,0,0,0,95
Salt_sea_salt_standard_white_without_iodine_and_fluoride_added,0,0,0,0,0,0,99
Saltimbocca_pan_fried_in_rapeseed_oil_HOLL,216,11.2,0.1,0.1,0,28.8,1.7
Samosa_deep-fried,382,25.3,30.8,2.2,3.3,6.2,0.8
Sandwich_(baguette_bread)_with_cold_cuts,157,7,17.3,1.8,1.5,5.3,0.8
Sandwich_(baguette_bread)_with_dried_meat,141,3.9,18.3,1.8,1.7,7.2,1.2
Sandwich_(baguette_bread)_with_ham,131,3.7,17.3,1.8,1.6,6.3,1.2
Sandwich_(baguette_bread)_with_luncheon_meat,220,9.3,25.1,1.1,1.6,8,1.2
Sandwich_(baguette_bread)_with_mozzarella,163,6.2,20.1,1.4,1.6,6,1
Sandwich_(baguette_bread)_with_raw_ham,165,5.7,18.7,1.3,1.5,8.8,1.4
Sandwich_(baguette_bread)_with_salami,158,6.5,18.3,1.8,1.7,5.8,1.2
Sandwich_(baguette_bread)_with_semi_hard_cheese,179,7.6,20.1,1.4,1.6,6.7,1.1
Sandwich_(baguette_bread)_with_soft_cheese,183,7.6,21.4,1.2,1.7,6.3,1.3
Sandwich_(brown_bread)_with_cold_cuts,151,7.1,15.2,1.8,1.9,5.5,0.8
Sandwich_(brown_bread)_with_dried_meat,134,4,16.1,1.8,2,7.4,1.2
Sandwich_(brown_bread)_with_ham,125,3.8,15.2,1.8,1.9,6.4,1.1
Sandwich_(brown_bread)_with_luncheon_meat,210,9.5,21.9,1.1,2.2,8.2,1.1
Sandwich_(brown_bread)_with_mozzarella,156,6.3,17.6,1.4,2.1,6.1,1
Sandwich_(brown_bread)_with_raw_ham,158,5.8,16.4,1.3,1.9,9,1.3
Sandwich_(brown_bread)_with_salami,151,6.6,16.1,1.8,2,5.9,1.2
Sandwich_(brown_bread)_with_semi_hard_cheese,171,7.7,17.5,1.4,2.1,6.9,1.1
Sandwich_(brown_bread)_with_soft_cheese,175,7.7,18.7,1.2,2.1,6.5,1.3
Saucisson_sausage,403,36.4,0.5,0.5,0,18.2,2.5
Saucisson_sausage_cooked_(without_addition_of_fat_and_salt),442,39.4,0.6,0.6,0,21.1,2.6
Sauerkraut_pickled,19,0.3,1.7,  .,2.2,1.3,1.4
Sausage_salad_prepared,224,21.1,1.3,1.1,0.4,7.1,1.6
Sausage_Vaudois,358,32.3,0.2,0.2,0,16.5,2.1
Sausage_veal,228,19.2,1.2,1.2,0,12.5,1.9
Savoury_cheese_quiche_baked_(with_cake_dough),303,20.8,14.5,1.2,0.6,14.3,0.9
Savoury_cheese_quiche_baked_(with_puff_pas  y),300,21.9,11.7,1.2,0.5,13.8,0.9
Savoy_cabbage_raw,31,0.3,2.9,2.8,2.6,2.8,0
Savoy_cabbage_steamed_(without_addition_of_salt),30,0.3,2.8,2.7,2.4,2.7,0
Sbrinz,415,33.2,0,0,0,28,1.8
Schabziger_(Swiss_green_cheese),132,0.5,  .,  .,0,31.6,4.3
Schnitzel_bread_with_cocktail_sauce,262,11.2,25.1,0.5,1.3,14.6,1.3
Schnitzel_bread_with_tartare_sauce,242,10.1,23.2,0.4,1.3,13.9,1.2
Schützenwurst_sausage,244,23,0.2,0.2,0,9.2,2.1
Scrambled_egg_with_herbs_prepared,141,10,1.9,1.6,0.4,10.6,0.8
Scrambled_eggs_with_cheese_prepared,157,11.6,1.3,1.3,0,11.8,0.9
Scrambled_eggs_with_ham_prepared,143,9.7,1.3,1.3,0,12.8,1
Scrambled_eggs_with_mushrooms_prepared,127,9,1.5,1.3,0.4,9.8,0.7
Scrambled_eggs_prepared,147,10.8,1.3,1.3,0,11.2,0.8
Seaweed_Nori_dried,255,1.6,10.5,0.5,36.3,31.5,5
Seeds_kernels_nuts_(average)_unsalted,614,52.8,9.1,3.7,9.7,20.9,0
Seitan,193,7.2,3,0.7,2.3,28,1.6
Semi-white_bread,240,1.1,46.4,0.4,3.7,9.4,1.7
Semi-white_bread_(with_iodized_salt),240,1.1,46.4,0.4,3.7,9.4,1.7
Semmeli_(bread_roll_white),245,0.9,48.5,0.4,3,9.2,1.6
Semolina_pudding_prepared_(with_full_fat_milk_without_addition_of_sugar),93,3,11.8,4.8,0.3,4.6,0.2
Semolina_pudding_prepared_(with_partially_skimmed_milk_without_addition_of_sugar),93,3,11.8,4.8,0.3,4.6,0.2
Semolina_slice_prepared_(with_full_fat_milk),152,7.5,15,4,0.5,6,0.3
Semolina_slice_prepared_(with_partially_skimmed_milk),143,6.4,15,4,0.5,6.1,0.3
Sesame_oil,810,90,0,0,0,0,0
Sesame_seeds_whole,619,53.8,4,1.2,13.3,23.1,0
Sesame_seeds_peeled,660,57.4,4.6,1.6,8.8,26.8,0.1
Shellfish_(average)_raw,75,1,1,0,0,15.5,0.7
Sherry_18.5_vol%,118,0,3.6,3.6,0,0.1,0
Short_bread_cookie_(Sablé),474,26.2,53.1,17.8,1.6,5.9,0.1
Short_pas  y_base_(with_butter)_sweet_baked,530,28.6,57.3,13.2,2,9.8,0.9
Short_pas  y_base_(with_butter)_sweet_raw,424,22.9,45.8,10.5,1.6,7.8,0.7
Short_pas  y_base_(with_vegetable_fat)_sweet_baked,494,24.9,58.4,17.8,1.9,8,0.3
Short_pas  y_base_(with_vegetable_fat)_sweet_raw,395,19.9,46.7,14.2,1.5,6.4,0.3
Shrimp_cocktail_prepared,167,13.3,4,3.3,0.3,4.4,0.4
Shrimp_boiled,46,0.5,1.3,0,0,9,0.4
Shrimp_raw,56,0.6,1.2,  .,0,11.4,0.5
Skimmed_milk_powder,348,1,50.5,50.5,0,34.3,1.4
Soft_caramel_candies,448,17.2,71.1,71.1,0,2.1,0.8
Soft_cheese_(average_without_fat_reduced_products),325,27.4,0,0,0,19.4,2.2
Soft_cheese_45_to_54.9%_fidm,296,23.7,0,0,0,20.6,1.8
Soft_cheese_60%_fidm,376,37.5,0,0,0,9.7,1.8
Soft_cheese_at_least_55%_fidm,347,30.9,0,0,0,17.4,1.3
Soft_cheese_Mascarpone,435,44.5,4.1,4.1,0,4.5,0.2
Soft_drink_with_flavor_sweetened,38,0,9.5,9.5,0,0,0
Somosa_baked,353,21,32.7,2.3,3.5,6.6,0.9
Sorbet_fruit,137,0,32.1,32.1,0.4,0.2,0
Sour_cream_(crème_fraîche)_35%_fat,336,35,2.8,2.8,0,2.4,0.1
Sour_cream_15%_fat,173,16.6,3.2,3.2,0,2.7,0.1
Soy_sauce,56,0.6,4.1,0.4,0.8,8.1,14
Soya_drink_plain,43,2.1,1.5,1.4,0.6,4.2,0.1
Soya_drink_plain_with_calcium_and_vitamin_fortified,43,2.1,1.5,1.4,0.6,4.2,0.1
Soya_flour_defatted,296,1.2,7.5,7.4,24.5,51.5,0.1
Soya_flour_full_fat,398,20.6,3.1,3.1,18.5,40.8,0
Soybean_oil,810,90,0,0,0,0,0
Soybean_sprouts,55,1,4.7,4.6,2.4,5.5,0.1
Soybean_cooked_(without_addition_of_fat_and_salt),157,7.3,3.3,2.6,8.8,15,0
Soybean_dried,399,18.3,8.7,6.8,22,38.2,0
Sparkling_wine_champagne,71,0,1.5,1.5,0,0.2,0
Spätzle_flour,351,1.3,71.3,0.9,3.3,11.9,0
Spelt_fine_flour_(type_550),348,1.5,69,0.9,2.8,13.3,0
"Spelt_flour_""Ruch""_(type_1100)",348,2.2,65,1.4,5.7,14.3,0.1
Spelt_wholemeal_flour_(type_1900),346,2.7,60,1.2,9.4,15.6,0
Spinach_quiche_baked_(with_cake_dough),174,10.8,12.5,1,1.7,5.8,1.1
Spinach_quiche_baked_(with_puff_pas  y),171,11.6,10.4,1,1.6,5.5,1.1
Spinach_raw,25,0.6,1.3,0.1,1.9,2.6,0.2
Spinach_steamed_(without_addition_of_salt),31,0.8,1.6,0.1,2.3,3.3,0.2
Spirits_40_vol%_(e.g._Vodka_gin),222,0,0,0,0,0,0
Spirits_grain_40%_vol_(e.g._whisky),234,0,0.1,0.1,0,0,0
Spirits_Kirsch_Cherry_Schnaps,233,0,0,0,0,0,0
Spirits_sugar_cane_(e.g._rum),222,0,0,0,0,0,0
Spirits_wine_(e.g._cognac_brandy),228,0,1.9,1.9,0,0,0
Spring_roll_deep_fried,224,11.2,23.1,3,2.5,6.5,1.5
Squash_slices_breaded_prepared,144,5.8,16.7,4.1,2.7,4.7,0.2
Squid_raw,83,1.1,2.3,  .,0,16,0.4
St._Gall_Schüblig_sausage,237,20.7,0.2,0.2,0,12.6,2.1
St._Paulin_cheese,294,23,0,0,0,21.8,2
S  awberry_fresh,39,0.5,6,5.6,3.8,0.6,0
S  udel_dough_raw,234,2.5,44.3,0.2,2,7.6,1.9
Sugar_loaf_chicory_raw,16,0.2,1.5,1.5,1.6,1.2,0
Sugar_pea_raw,68,0.2,10,5,5,4,0
Sugar_pea_steamed_(without_addition_of_salt),73,0.2,10.8,5.4,5.3,4.3,0
Sugar_brown,390,0,97.6,97.6,0,0,0.1
Sugar_white,400,0,100,100,0,0,0
Sunflower_oil,810,90,0,0,0,0,0
Sunflower_oil_HO_(high_oleic)_refined,810,90,0,0,0,0,0
Sunflower_seeds,621,54.5,3.6,3.4,8,25.1,0
Surimi,125,4.9,11.8,2.1,0.3,8.3,1.6
Sweet_corn_(canned)_heated_(without_addition_of_salt),103,1.2,18.6,7,2.3,3.1,0.7
Sweet_corn_canned,100,1.2,18.2,6.9,2.3,3,0.8
Sweet_corn_cob_pickled,119,1.4,21,2,4.2,3.4,0
Sweet_corn_raw,93,1.2,15.7,3.4,2.8,3.3,0
Sweet_corn_steamed,100,1.3,16.9,3.7,3,3.5,0
Sweet_potato_raw,81,0.1,17.1,4.2,3,1.6,0.1
Sweet_potato_steamed_(without_addition_of_salt),81,0.1,17.1,4.2,3,1.6,0.1
Sweet_whey,24,0.2,4.7,4.7,0,0.8,0.1
Swiss_chard_raw,23,0.2,2.7,0.5,1,2.1,0.4
Swiss_chard_steamed_(without_addition_of_salt),29,0.3,3.4,0.6,1.2,2.6,0.5
Syrup_undiluted,371,0.2,91.8,91.4,0.9,0.1,0
Syrup_ready_to_drink_(dilution_1:5.5),55,0,13.5,13.4,0.1,0,0
Table_salt_iodized,0,0,0,0,0,0,98
Table_salt_iodized_and_fluoridized,0,0,0,0,0,0,100
Table_salt_without_iodine_and_fluoride,0,0,0,0,0,0,100
Taboulé_prepared_(with_Bulgur),111,5.5,11.5,1.1,2.8,2.3,0.4
Taboulé_prepared_(with_Couscous),130,6.1,15.3,1.3,1.2,2.8,0.4
Tartare_sauce_with_rapeseed_mayonnaise_home-made_,384,40.1,1.8,1.5,0.6,3.7,0.4
Tea_no_sugar_added,0,0,0,0,0,0,0
Terrine_de_campagne,298,26.5,0.9,0.7,0.1,13.6,2.2
Terrine_game_meat,242,18.7,1.6,1.4,0.1,16.4,2.2
Tête_de_Moine,417,35.5,0,0,0,24.2,2.3
Thin_pancakes_with_bacon_prepared,253,16.3,15,2.4,0.6,11.3,0.9
Thin_pancakes_with_camembert_cheese_prepared,247,15.5,14.9,2.3,0.6,11.9,0.8
Thin_pancakes_with_ham_prepared,193,9.7,13.2,2.2,0.5,12.9,1
Thin_pancakes_with_mushrooms_prepared,139,9,7.9,1.7,1.6,5.9,0.4
Thin_pancakes_with_Nutella_prepared,378,22.2,35.8,26.4,1.7,7.9,0.3
Thin_pancakes_with_sugar_and_cinnamon_prepared,254,11.5,29,14.9,0.7,8.3,0.3
Thin_pancakes_with_vegetable_filling_prepared,165,9.3,13.7,4,1.6,6,0.2
Thin_pancakes_prepared,234,13.2,19,2.9,0.7,9.4,0.4
Thyme_fresh,52,1.2,7.3,7.2,3,1.5,0
Tilsiter_pasteurized_milk_at_least_45%_fidm,351,28,0,0,0,24.1,1.4
Tilsiter_raw_milk_at_least_45%_fidm,376,30.2,0,0,0,25.6,1.7
Tofu_ferm_plain_(produced_with_calcium_salt),148,8.5,2.9,0.6,  .,14.7,0
Tofu_ferm_plain_(produced_with_nigari),148,8.5,2.9,0.6,  .,14.7,0.1
Tofu_firm_plain_(average),148,8.5,2.9,0.6,  .,14.7,0.1
Tofu_silken_(soft)_plain,53,2.9,1.5,1.1,0.6,5,0
Tofu_smoked_(average),164,9.5,2.9,0.9,0.5,16.4,1
Tofu_smoked_(produced_with_calcium_salt),164,9.5,2.9,0.9,0.5,16.4,1.4
Tofu_smoked_(produced_with_nigari),164,9.5,2.9,0.9,0.5,16.4,0.7
Tomato_juice,16,0.1,3,2.1,0.1,0.8,0.5
Tomato_paste,77,0.2,12.9,12.4,2.8,4.5,0.6
Tomato_quiche_baked_(with_cake_dough),158,10.1,12.3,2.5,1.1,3.9,0.4
Tomato_quiche_baked_(with_puff_pas  y),155,11,10,2.5,1,3.5,0.4
Tomato_sauce,69,2.1,9.7,4.1,1.9,1.8,1.4
Tomato_soup,42,1.1,6.6,3.5,0.7,1,1
Tomato_dried,210,0.5,29.2,13.7,21.7,11.3,5.3
Tomato_peeled_(pelati)_canned,20,0.2,3,2.9,1,0.9,0.3
Tomato_raw,21,0.3,3.3,3.2,1.2,0.9,0
Tomato_stewed_(without_addition_of_fat_and_salt),26,0.3,4,3.9,1.5,1.1,0
Tomme_cheese,284,22.5,0,0,0,20.3,1.8
Tongue_(average_of_veal_and_beef)_raw,188,12.3,2.8,0,0,16.6,0.2
Tortilla_chips_corn-based,509,27.2,56,2.4,4.4,7.8,2.4
  out_raw,127,7,0,0,0,16,0.1
  out_whole_boiled_(without_addition_of_fat_and_salt),116,6.2,0,0,0,15,0.1
Tuna_in_oil_drained,186,8.4,0,0,0,27.6,0.9
Tuna_in_water_drained,117,1.6,0,0,0,25.6,1
Tuna_salad_on_oil-vinagre-dressing_(made_from_tuna_in_water),109,4.9,6.8,3.1,1.1,9,0.8
Turkey_breast_(schnitzel_ground)_raw,108,1.3,0,0,0,24,0.2
Turkey_brest_schnitzel_ground_pan_fried_(without_addition_of_fat_and_salt),139,1.3,0,0,0,31.8,0.2
Tyrolese_cake,412,23.1,41.4,20.4,2.5,8.3,0.1
Vacherin_Fribourgeois,370,30.4,0,0,0,23.5,1.5
Vacherin_Mont_d'or,279,23.2,0,0,0,17.2,1.7
Vanille_cream_home-made_cooked,109,4.6,12.7,11.6,0,4.3,0.1
Veal_(average_excluding_offal_chop)_raw,128,4.8,0,0,0,21.1,0.2
Veal_piccata_prepared,217,11.6,5.5,0.1,0.3,22.5,0.9
Veal_ragout_with_gravy_prepared,85,3.2,2.9,1.2,0.6,10.7,0.7
Veal_schnitzel_pan_fried_(without_addition_of_fat_and_salt),128,1.6,0,0,0,28.4,0.2
Veal_schnitzel_pan_fried_in_rapeseed_oil_HOLL,185,8.6,0,0,0,26.8,1
Veal_breast_cooked_(without_addition_of_fat_and_salt),234,15.5,0,0,0,23.5,0.1
Veal_breast_raw,204,14.5,0,0,0,18.3,0.2
Veal_chop_raw,161,8.7,0,0,0,20.7,0.1
Veal_chopped_pan_fried__(without_addition_of_fat_and_salt),123,1.1,0,0,0,28.2,0.1
Veal_chopped_raw,98,1.1,0,0,0,22,0.1
Veal_eye_of_round_raw,104,1.8,0,0,0,21.9,0.1
Veal_filet_raw,119,3.8,0,0,0,21.2,0.2
Veal_filet_steak_raw,113,2.4,0,0,0,22.8,0.1
Veal_kidney_raw,112,5,1,  .,0,15.8,0.4
Veal_knuckle_braised_(whitout_addition_of_fat_and_salt),165,5.1,0,0,0,29.7,0.1
Veal_knuckle_raw,122,4.4,0,0,0,20.7,0.2
Veal_liver_raw,135,4.3,4.6,0,0,19.6,0.2
Veal_minced_raw,104,2.4,0,0,0,20.5,0.1
Veal_ragout_raw,102,2.4,0,0,0,20,0.1
Veal_round_schnitzel_raw,103,1.6,0,0,0,22.2,0.2
Veal_shoulder_roast_in_oven_(without_addition_of_fat_and_salt),163,5.4,0,0,0,28.6,0.3
Veal_shoulder_roast_raw,124,4.8,0,0,0,20.2,0.2
Veal_sweetbread_raw,99,3.4,0,0,0,17.2,0.2
Veal_tongue_raw,181,11.6,1.9,  .,0,17.2,0.2
"Veal,steak_pan_fried_(without_addition_of_fat_and_salt)",144,3.9,0,0,0,27.3,0.3
Vegetable_au_gratin_baked,58,3.9,2.3,1.5,1.8,2.6,0.3
Vegetable_lasagne_prepared,133,7.6,11.2,2.4,1.1,4.4,1.2
Vegetables_(average)_raw,28,0.3,4,3.3,2,1.2,0
Vegetarian_minced/pieces_meat_substitute_based_on_mycoprotein_raw,92,2.3,1.6,0,6,13.4,0.3
Vermouth_15_vol%,139,0,13.5,13.5,0,0.1,0.1
Vinaigrette_dressing_(with_rapeseed_oil),255,25.2,2.1,1.5,0.6,4.6,0.3
Vinegar,22,0,0.7,0.3,0,0.1,0
Vinegar-oil-salad_dressing_home-made_(with_rapeseed_oil),315,33.2,2.7,2,1,0.8,0.7
Vitello_tonnato_with_garnish,173,10.9,0.7,0.6,0.2,17.9,0.6
Vitello_tonnato_without_garnish,198,12.4,0.3,0.3,0,21.4,0.7
Walnut,709,67.3,6.9,3,6.7,15.7,0
Walnut_oil,810,90,0,0,0,0,0
Wasabi_Paste,308,10.6,49.6,  ,1.3,2.9,5.8
Water_cress_raw,17,0.2,0.3,0.3,2.6,2.2,0.1
Water_ice,88,0,22,22,0,0,0
Watermelon_fresh,37,  .,8.3,7.9,0.5,0.7,0
Weggli_bread_roll_made_with_butter,309,8.7,47.3,3.4,2.2,9.4,1.6
Weisswurst_(veal_sausage),220,18.9,0.6,0.6,0,11.8,2
Wheat_bran_raw,264,4.7,17.7,1.9,45.1,15.2,0
Wheat_flour_bakery_type_550,344,1.3,69.5,0.3,3.2,12,0
Wheat_flour_high_ash_type_1100,339,1.7,64.6,0.6,5.7,13.5,0
Wheat_flour_semi_white_type_720,340,1.5,66.2,0.5,5,13,0
Wheat_flour_white_type_400,346,1.1,71,0.3,3.2,11.5,0
Wheat_flour_wholemeal_type_1700,338,2,61,1,11,13.5,0
Wheat_germ,375,9.5,35.1,10,16.3,29.2,0
Wheat_germ_oil,810,90,0,0,0,0,0
Wheat_risotto_cooked,163,3,26.1,1.1,5.9,5,1.1
Wheat_starch,348,0.1,85.8,0,1.2,0.4,0
Wheat_wolemeal_flakes,335,1.8,59.6,0.7,13.3,13.5,0
Wheat_soft_whole_grain,327,1.8,59.6,0.7,13.3,11.4,0
White_bread,242,0.8,48.9,0.2,2.5,8.5,1.7
White_bread_from_Ticino,323,5.2,57.1,0.6,2.9,10.3,1.7
White_cabbage_raw,36,0.6,4.6,4.2,3.5,1.4,0
White_cabbage_steamed_(without_addition_of_salt),35,0.6,4.4,4,3.3,1.3,0
